user_id,date,amount,category,description,account_balance
USER001,2024-01-16,-126.25,healthcare,Pharmacy,-5473.81
USER001,2024-01-17,-183.94,utilities,Internet,-5657.75
USER001,2024-01-17,-61.7,gas,Exxon,-5719.45
USER001,2024-01-17,-39.07,food,Starbucks,-5758.53
USER001,2024-01-17,-107.48,entertainment,Spotify,-5866.0
USER001,2024-01-18,-89.3,transport,Parking,-5955.3
USER001,2024-01-19,-53.63,entertainment,Netflix,-6008.93
USER001,2024-01-19,-125.18,transport,Parking,-6134.11
USER001,2024-01-20,-22.51,healthcare,Pharmacy,-6156.62
USER001,2024-01-20,-905.07,rent,Monthly Rent,-7061.69
USER001,2024-01-20,-137.55,utilities,Electric Bill,-7199.24
USER001,2024-01-20,-11.38,shopping,Walmart,-7210.63
USER001,2024-01-21,-123.4,transport,Metro Card,-7334.02
USER001,2024-01-21,-39.38,food,Starbucks,-7373.4
USER001,2024-01-21,-43.52,gas,Shell Station,-7416.93
USER001,2024-01-21,-31.01,transport,Car Maintenance,-7447.93
USER001,2024-01-21,-105.01,transport,Car Maintenance,-7552.95
USER001,2024-01-22,-63.76,gas,Chevron,-7616.71
USER001,2024-01-22,-189.49,utilities,Electric Bill,-7806.2
USER001,2024-01-22,-17.18,food,McDonald's,-7823.38
USER001,2024-01-23,-127.27,transport,Car Maintenance,-7950.65
USER001,2024-01-23,-56.04,gas,Chevron,-8006.69
USER001,2024-01-23,-17.2,food,McDonald's,-8023.89
USER001,2024-01-23,-77.53,gas,BP,-8101.42
USER001,2024-01-24,-39.73,food,Starbucks,-8141.15
USER001,2024-01-24,-41.82,transport,Metro Card,-8182.97
USER001,2024-01-24,-132.82,transport,Parking,-8315.78
USER001,2024-01-24,-78.78,healthcare,Doctor Visit,-8394.56
USER001,2024-01-24,-1129.53,rent,Monthly Rent,-9524.1
USER001,2024-01-25,-139.34,healthcare,Doctor Visit,-9663.44
USER001,2024-01-25,-194.1,utilities,Internet,-9857.54
USER001,2024-01-25,-27.48,entertainment,Netflix,-9885.02
USER001,2024-01-25,-122.71,shopping,Walmart,-10007.73
USER001,2024-01-25,-991.53,rent,Apartment Rent,-10999.27
USER001,2024-01-26,-1628.69,rent,Apartment Rent,-12627.96
USER001,2024-01-26,-120.82,entertainment,Spotify,-12748.78
USER001,2024-01-26,-37.27,food,Pizza Hut,-12786.04
USER001,2024-01-26,-139.69,healthcare,Doctor Visit,-12925.73
USER001,2024-01-26,-90.31,shopping,Amazon,-13016.04
USER001,2024-01-27,-863.22,rent,Apartment Rent,-13879.26
USER001,2024-01-27,-108.14,healthcare,Pharmacy,-13987.39
USER001,2024-01-28,-19.22,healthcare,Doctor Visit,-14006.62
USER001,2024-01-28,-1218.17,rent,Apartment Rent,-15224.78
USER001,2024-01-28,-37.68,gas,Chevron,-15262.46
USER001,2024-01-28,-67.72,gas,Exxon,-15330.18
USER001,2024-01-28,-1135.2,rent,Apartment Rent,-16465.39
USER001,2024-01-29,-20.79,shopping,Amazon,-16486.18
USER001,2024-01-30,-29.86,food,McDonald's,-16516.03
USER001,2024-01-31,-28.68,food,McDonald's,-16544.72
USER001,2024-01-31,-101.02,utilities,Internet,-16645.74
USER001,2024-01-31,-71.93,entertainment,Netflix,-16717.66
USER001,2024-01-31,-1979.21,rent,Monthly Rent,-18696.87
USER001,2024-02-01,-75.0,shopping,Walmart,-18771.87
USER001,2024-02-02,-60.93,healthcare,Pharmacy,-18832.81
USER001,2024-02-02,-1179.12,rent,Monthly Rent,-20011.92
USER001,2024-02-03,-1747.38,rent,Apartment Rent,-21759.3
USER001,2024-02-03,-1521.63,rent,Apartment Rent,-23280.93
USER001,2024-02-03,-114.42,healthcare,Doctor Visit,-23395.35
USER001,2024-02-03,-63.71,gas,Chevron,-23459.06
USER001,2024-02-04,-122.02,utilities,Electric Bill,-23581.08
USER001,2024-02-05,-42.97,gas,Shell Station,-23624.05
USER001,2024-02-05,-137.57,healthcare,Pharmacy,-23761.63
USER001,2024-02-05,-1780.78,rent,Monthly Rent,-25542.41
USER001,2024-02-05,-973.94,rent,Apartment Rent,-26516.35
USER001,2024-02-06,-40.36,food,Pizza Hut,-26556.71
USER001,2024-02-07,-20.99,gas,Chevron,-26577.7
USER001,2024-02-07,-29.73,food,Starbucks,-26607.44
USER001,2024-02-08,-38.23,gas,Chevron,-26645.67
USER001,2024-02-09,-130.39,utilities,Phone Bill,-26776.05
USER001,2024-02-10,-122.16,shopping,Amazon,-26898.22
USER001,2024-02-11,-62.41,gas,Chevron,-26960.63
USER001,2024-02-12,-26.68,food,Starbucks,-26987.31
USER001,2024-02-12,-33.82,gas,Exxon,-27021.13
USER001,2024-02-13,-124.3,transport,Car Maintenance,-27145.43
USER001,2024-02-13,-140.17,transport,Metro Card,-27285.6
USER001,2024-02-14,-18.62,food,Starbucks,-27304.22
USER001,2024-02-14,-103.88,transport,Car Maintenance,-27408.1
USER001,2024-02-15,-5.63,food,Pizza Hut,-27413.73
USER001,2024-02-16,-49.44,healthcare,Pharmacy,-27463.17
USER001,2024-02-16,-113.2,transport,Car Maintenance,-27576.37
USER001,2024-02-16,-84.18,transport,Parking,-27660.55
USER001,2024-02-16,-1247.72,rent,Monthly Rent,-28908.27
USER001,2024-02-17,-129.22,shopping,Amazon,-29037.49
USER001,2024-02-17,-68.38,utilities,Internet,-29105.87
USER001,2024-02-18,-45.04,entertainment,Movie Theater,-29150.91
USER001,2024-02-18,-123.21,shopping,Amazon,-29274.12
USER001,2024-02-18,-45.38,shopping,Amazon,-29319.5
USER001,2024-02-18,-80.78,utilities,Phone Bill,-29400.28
USER001,2024-02-19,-1247.61,rent,Apartment Rent,-30647.89
USER001,2024-02-20,-20.56,gas,Chevron,-30668.45
USER001,2024-02-20,-46.62,gas,Shell Station,-30715.07
USER001,2024-02-20,-48.28,transport,Parking,-30763.35
USER001,2024-02-21,-40.37,gas,Exxon,-30803.72
USER001,2024-02-21,-104.39,entertainment,Spotify,-30908.12
USER001,2024-02-22,-105.26,transport,Parking,-31013.38
USER001,2024-02-23,-130.98,transport,Parking,-31144.36
USER001,2024-02-23,-43.07,shopping,Walmart,-31187.42
USER001,2024-02-23,-64.68,gas,Exxon,-31252.1
USER001,2024-02-24,-105.29,utilities,Electric Bill,-31357.39
USER001,2024-02-24,-76.02,entertainment,Netflix,-31433.41
USER001,2024-02-24,-20.69,gas,Shell Station,-31454.1
USER001,2024-02-24,-31.16,healthcare,Pharmacy,-31485.27
USER001,2024-02-24,-119.33,entertainment,Spotify,-31604.6
USER001,2024-02-25,-63.5,utilities,Internet,-31668.1
USER001,2024-02-25,-68.39,gas,BP,-31736.49
USER001,2024-02-25,-43.3,gas,Shell Station,-31779.79
USER001,2024-02-25,-27.21,food,Grocery Store,-31806.99
USER001,2024-02-26,-26.24,shopping,Walmart,-31833.23
USER001,2024-02-26,-50.4,healthcare,Doctor Visit,-31883.64
USER001,2024-02-26,-162.45,utilities,Phone Bill,-32046.08
USER001,2024-02-27,-71.01,gas,Shell Station,-32117.09
USER001,2024-02-27,-48.73,gas,BP,-32165.82
USER001,2024-02-27,-32.95,entertainment,Spotify,-32198.77
USER001,2024-02-27,-1122.5,rent,Apartment Rent,-33321.27
USER001,2024-02-28,-55.97,gas,Shell Station,-33377.24
USER001,2024-02-28,-110.07,healthcare,Pharmacy,-33487.31
USER001,2024-02-28,-137.73,transport,Car Maintenance,-33625.05
USER001,2024-02-28,-39.67,food,Pizza Hut,-33664.71
USER001,2024-02-29,-101.03,utilities,Internet,-33765.74
USER001,2024-02-29,-74.28,utilities,Phone Bill,-33840.02
USER001,2024-02-29,-99.41,utilities,Internet,-33939.44
USER001,2024-03-01,-34.14,gas,Chevron,-33973.58
USER001,2024-03-01,-74.2,gas,Exxon,-34047.78
USER001,2024-03-01,-137.02,shopping,Amazon,-34184.8
USER001,2024-03-02,-77.51,utilities,Phone Bill,-34262.31
USER001,2024-03-02,-102.61,utilities,Electric Bill,-34364.92
USER001,2024-03-03,-87.23,transport,Metro Card,-34452.15
USER001,2024-03-03,-123.72,transport,Parking,-34575.88
USER001,2024-03-03,-121.54,transport,Metro Card,-34697.41
USER001,2024-03-03,-42.2,entertainment,Movie Theater,-34739.61
USER001,2024-03-04,-50.12,gas,BP,-34789.73
USER001,2024-03-04,-1358.45,rent,Monthly Rent,-36148.18
USER001,2024-03-04,-111.41,healthcare,Pharmacy,-36259.59
USER001,2024-03-04,-68.28,shopping,Target,-36327.87
USER001,2024-03-05,-168.46,utilities,Electric Bill,-36496.33
USER001,2024-03-05,-12.59,entertainment,Netflix,-36508.92
USER001,2024-03-05,-78.17,entertainment,Movie Theater,-36587.09
USER001,2024-03-06,-113.76,entertainment,Movie Theater,-36700.86
USER001,2024-03-06,-140.23,entertainment,Spotify,-36841.09
USER001,2024-03-06,-23.8,food,Grocery Store,-36864.89
USER001,2024-03-06,-1208.08,rent,Monthly Rent,-38072.97
USER001,2024-03-07,-109.53,utilities,Electric Bill,-38182.5
USER001,2024-03-07,-44.08,food,McDonald's,-38226.58
USER001,2024-03-07,-25.88,gas,Exxon,-38252.46
USER001,2024-03-07,-936.07,rent,Monthly Rent,-39188.53
USER001,2024-03-07,-159.33,utilities,Electric Bill,-39347.86
USER001,2024-03-08,-41.46,food,Pizza Hut,-39389.32
USER001,2024-03-09,-134.06,transport,Metro Card,-39523.39
USER001,2024-03-09,-130.54,utilities,Internet,-39653.92
USER001,2024-03-09,-44.48,gas,Shell Station,-39698.4
USER001,2024-03-10,-19.78,healthcare,Doctor Visit,-39718.18
USER001,2024-03-11,-104.81,healthcare,Doctor Visit,-39822.99
USER001,2024-03-11,-92.97,healthcare,Doctor Visit,-39915.96
USER001,2024-03-12,-50.72,gas,BP,-39966.69
USER001,2024-03-12,-18.33,food,Pizza Hut,-39985.02
USER001,2024-03-12,-43.78,transport,Metro Card,-40028.8
USER001,2024-03-13,-50.76,gas,BP,-40079.56
USER001,2024-03-13,-126.4,transport,Metro Card,-40205.96
USER001,2024-03-14,-77.38,utilities,Internet,-40283.34
USER001,2024-03-14,-59.65,shopping,Amazon,-40342.99
USER001,2024-03-14,-113.36,utilities,Internet,-40456.35
USER001,2024-03-14,-47.94,food,Starbucks,-40504.28
USER001,2024-03-15,-30.55,shopping,Walmart,-40534.84
USER001,2024-03-15,-49.87,gas,Chevron,-40584.71
USER001,2024-03-16,-71.19,gas,Chevron,-40655.89
USER001,2024-03-17,-34.87,gas,BP,-40690.77
USER001,2024-03-17,-21.22,gas,Exxon,-40711.98
USER001,2024-03-17,-56.63,gas,BP,-40768.61
USER001,2024-03-17,-35.91,gas,Exxon,-40804.52
USER001,2024-03-17,-36.87,food,Pizza Hut,-40841.39
USER001,2024-03-18,-196.54,utilities,Electric Bill,-41037.93
USER001,2024-03-18,-31.58,food,Pizza Hut,-41069.52
USER001,2024-03-19,-66.56,transport,Car Maintenance,-41136.07
USER001,2024-03-19,-111.66,shopping,Amazon,-41247.73
USER001,2024-03-19,-120.75,entertainment,Spotify,-41368.48
USER001,2024-03-19,-55.48,entertainment,Netflix,-41423.96
USER001,2024-03-19,-46.22,shopping,Amazon,-41470.18
USER001,2024-03-20,-87.24,utilities,Electric Bill,-41557.42
USER001,2024-03-20,-15.02,food,McDonald's,-41572.45
USER001,2024-03-20,-73.88,entertainment,Spotify,-41646.33
USER001,2024-03-20,-123.71,healthcare,Doctor Visit,-41770.04
USER001,2024-03-21,-149.66,entertainment,Netflix,-41919.7
USER001,2024-03-21,-44.64,shopping,Walmart,-41964.34
USER001,2024-03-22,-74.53,gas,Shell Station,-42038.87
USER001,2024-03-23,-11.67,entertainment,Netflix,-42050.54
USER001,2024-03-23,-25.39,gas,BP,-42075.93
USER001,2024-03-23,-861.87,rent,Monthly Rent,-42937.8
USER001,2024-03-23,-112.73,transport,Parking,-43050.53
USER001,2024-03-23,-38.2,gas,BP,-43088.73
USER001,2024-03-24,-101.19,healthcare,Pharmacy,-43189.92
USER001,2024-03-24,-27.21,food,Grocery Store,-43217.13
USER001,2024-03-24,-146.04,utilities,Phone Bill,-43363.17
USER001,2024-03-24,-164.82,utilities,Phone Bill,-43527.99
USER001,2024-03-25,-35.31,gas,BP,-43563.3
USER001,2024-03-25,-179.01,utilities,Phone Bill,-43742.31
USER001,2024-03-25,-69.92,entertainment,Netflix,-43812.23
USER001,2024-03-26,-1617.25,rent,Apartment Rent,-45429.48
USER001,2024-03-26,-116.81,transport,Parking,-45546.29
USER001,2024-03-27,-7.54,food,Pizza Hut,-45553.83
USER001,2024-03-27,-119.52,entertainment,Movie Theater,-45673.35
USER001,2024-03-27,-30.9,food,McDonald's,-45704.25
USER001,2024-03-27,-1256.72,rent,Monthly Rent,-46960.97
USER001,2024-03-28,-42.13,gas,BP,-47003.09
USER001,2024-03-28,-52.64,gas,BP,-47055.74
USER001,2024-03-28,-17.94,entertainment,Spotify,-47073.68
USER001,2024-03-29,-56.92,healthcare,Doctor Visit,-47130.6
USER001,2024-03-29,-64.13,entertainment,Spotify,-47194.73
USER001,2024-03-29,-103.85,entertainment,Movie Theater,-47298.57
USER001,2024-03-29,-136.85,shopping,Walmart,-47435.42
USER001,2024-03-29,-144.06,transport,Parking,-47579.48
USER001,2024-03-30,-137.96,healthcare,Doctor Visit,-47717.44
USER001,2024-03-30,-1095.1,rent,Monthly Rent,-48812.54
USER001,2024-03-30,-49.26,food,Grocery Store,-48861.81
USER002,2024-01-01,-44.7,food,McDonald's,1056.06
USER002,2024-01-01,-41.44,gas,Exxon,1014.62
USER002,2024-01-01,-33.1,healthcare,Pharmacy,981.52
USER002,2024-01-01,-827.89,rent,Monthly Rent,153.63
USER002,2024-01-01,-47.54,gas,Chevron,106.09
USER002,2024-01-02,-41.15,entertainment,Netflix,64.94
USER002,2024-01-03,-28.3,food,Starbucks,36.64
USER002,2024-01-03,-145.09,entertainment,Netflix,-108.45
USER002,2024-01-04,-74.85,shopping,Walmart,-183.3
USER002,2024-01-04,-39.54,transport,Metro Card,-222.84
USER002,2024-01-04,-194.03,utilities,Electric Bill,-416.88
USER002,2024-01-04,-55.92,utilities,Internet,-472.8
USER002,2024-01-04,-41.63,transport,Parking,-514.42
USER002,2024-01-05,-108.53,utilities,Electric Bill,-622.95
USER002,2024-01-06,-75.29,transport,Car Maintenance,-698.24
USER002,2024-01-06,-81.96,transport,Car Maintenance,-780.2
USER002,2024-01-06,-39.24,shopping,Walmart,-819.44
USER002,2024-01-06,-137.08,shopping,Amazon,-956.52
USER002,2024-01-06,-84.69,shopping,Amazon,-1041.21
USER002,2024-01-07,-98.96,shopping,Walmart,-1140.17
USER002,2024-01-07,-26.79,shopping,Target,-1166.96
USER002,2024-01-07,-78.17,gas,Chevron,-1245.13
USER002,2024-01-08,-18.0,food,Pizza Hut,-1263.13
USER002,2024-01-08,-1867.88,rent,Monthly Rent,-3131.01
USER002,2024-01-08,-49.31,food,Grocery Store,-3180.32
USER002,2024-01-08,-112.29,healthcare,Pharmacy,-3292.61
USER002,2024-01-09,-75.71,gas,BP,-3368.31
USER002,2024-01-09,-113.34,entertainment,Spotify,-3481.65
USER002,2024-01-09,-30.55,food,Pizza Hut,-3512.2
USER002,2024-01-10,-87.23,utilities,Phone Bill,-3599.43
USER002,2024-01-10,-107.93,shopping,Walmart,-3707.37
USER002,2024-01-10,-9.54,food,Grocery Store,-3716.91
USER002,2024-01-10,-28.81,food,McDonald's,-3745.72
USER002,2024-01-10,-38.29,healthcare,Pharmacy,-3784.01
USER002,2024-01-11,-56.52,entertainment,Spotify,-3840.54
USER002,2024-01-11,-33.23,food,Starbucks,-3873.77
USER002,2024-01-11,-58.16,healthcare,Pharmacy,-3931.93
USER002,2024-01-11,-43.08,food,Grocery Store,-3975.02
USER002,2024-01-11,-67.53,transport,Car Maintenance,-4042.54
USER002,2024-01-12,-142.6,shopping,Target,-4185.15
USER002,2024-01-13,-186.48,utilities,Electric Bill,-4371.63
USER002,2024-01-13,-23.69,shopping,Walmart,-4395.31
USER002,2024-01-13,-91.47,utilities,Electric Bill,-4486.78
USER002,2024-01-13,-1349.34,rent,Apartment Rent,-5836.12
USER002,2024-01-13,-98.83,entertainment,Movie Theater,-5934.95
USER002,2024-01-14,-74.71,gas,Chevron,-6009.65
USER002,2024-01-15,-12.88,shopping,Walmart,-6022.53
USER002,2024-01-15,-114.17,utilities,Electric Bill,-6136.7
USER002,2024-01-15,-86.15,healthcare,Pharmacy,-6222.85
USER002,2024-01-15,-11.96,food,McDonald's,-6234.81
USER002,2024-01-15,-21.73,gas,BP,-6256.54
USER002,2024-01-16,-33.26,food,Grocery Store,-6289.8
USER002,2024-01-16,-13.68,healthcare,Pharmacy,-6303.49
USER002,2024-01-16,-186.02,utilities,Internet,-6489.5
USER002,2024-01-17,-53.09,utilities,Phone Bill,-6542.59
USER002,2024-01-17,-131.37,healthcare,Doctor Visit,-6673.96
USER002,2024-01-17,-94.48,entertainment,Spotify,-6768.44
USER002,2024-01-17,-131.24,healthcare,Pharmacy,-6899.68
USER002,2024-01-17,-79.02,shopping,Amazon,-6978.69
USER002,2024-01-18,-16.74,food,Grocery Store,-6995.43
USER002,2024-01-18,-36.89,entertainment,Netflix,-7032.32
USER002,2024-01-18,-78.94,utilities,Internet,-7111.26
USER002,2024-01-18,-61.07,utilities,Electric Bill,-7172.34
USER002,2024-01-18,-63.11,gas,Shell Station,-7235.44
USER002,2024-01-19,-14.76,food,Pizza Hut,-7250.2
USER002,2024-01-20,-189.3,utilities,Internet,-7439.5
USER002,2024-01-20,-44.97,food,Pizza Hut,-7484.47
USER002,2024-01-20,-119.55,transport,Car Maintenance,-7604.02
USER002,2024-01-20,-71.53,gas,Exxon,-7675.55
USER002,2024-01-21,-138.39,transport,Car Maintenance,-7813.94
USER002,2024-01-21,-130.71,healthcare,Pharmacy,-7944.65
USER002,2024-01-21,-140.33,entertainment,Netflix,-8084.98
USER002,2024-01-21,-46.01,gas,Shell Station,-8130.99
USER002,2024-01-21,-83.77,utilities,Internet,-8214.76
USER002,2024-01-22,-1388.46,rent,Apartment Rent,-9603.22
USER002,2024-01-23,-9.86,food,Grocery Store,-9613.08
USER002,2024-01-23,-21.2,food,Starbucks,-9634.28
USER002,2024-01-23,-91.91,utilities,Internet,-9726.19
USER002,2024-01-23,-76.98,entertainment,Netflix,-9803.18
USER002,2024-01-23,-44.74,entertainment,Spotify,-9847.92
USER002,2024-01-24,-34.91,transport,Parking,-9882.83
USER002,2024-01-24,-9.07,food,Grocery Store,-9891.89
USER002,2024-01-25,-82.97,shopping,Walmart,-9974.86
USER002,2024-01-25,-31.39,healthcare,Doctor Visit,-10006.25
USER002,2024-01-26,-77.37,utilities,Electric Bill,-10083.63
USER002,2024-01-27,-813.09,rent,Monthly Rent,-10896.72
USER002,2024-01-28,-18.48,healthcare,Doctor Visit,-10915.2
USER002,2024-01-28,-42.08,transport,Parking,-10957.27
USER002,2024-01-28,-106.55,shopping,Target,-11063.82
USER002,2024-01-28,-16.9,shopping,Amazon,-11080.73
USER002,2024-01-29,-69.53,gas,Exxon,-11150.25
USER002,2024-01-29,-140.99,healthcare,Doctor Visit,-11291.24
USER002,2024-01-29,-32.29,entertainment,Spotify,-11323.53
USER002,2024-01-29,-1155.02,rent,Monthly Rent,-12478.55
USER002,2024-01-29,-79.23,healthcare,Doctor Visit,-12557.78
USER002,2024-01-30,-25.21,gas,Shell Station,-12582.99
USER002,2024-01-30,-33.43,food,Starbucks,-12616.41
USER002,2024-01-30,-135.1,healthcare,Doctor Visit,-12751.51
USER002,2024-01-31,-101.89,shopping,Target,-12853.4
USER002,2024-01-31,-128.27,entertainment,Movie Theater,-12981.67
USER002,2024-02-01,-142.15,shopping,Target,-13123.82
USER002,2024-02-01,-1246.26,rent,Apartment Rent,-14370.08
USER002,2024-02-01,-114.24,shopping,Amazon,-14484.33
USER002,2024-02-01,-78.37,transport,Car Maintenance,-14562.69
USER002,2024-02-01,-20.4,gas,Chevron,-14583.09
USER002,2024-02-02,-1989.75,rent,Apartment Rent,-16572.84
USER002,2024-02-02,-63.89,shopping,Amazon,-16636.73
USER002,2024-02-02,-37.71,transport,Parking,-16674.44
USER002,2024-02-02,-177.22,utilities,Internet,-16851.66
USER002,2024-02-03,-57.06,gas,Shell Station,-16908.72
USER002,2024-02-03,-46.59,food,Starbucks,-16955.31
USER002,2024-02-03,-34.78,entertainment,Netflix,-16990.08
USER002,2024-02-03,-1339.09,rent,Apartment Rent,-18329.17
USER002,2024-02-03,-22.51,food,Pizza Hut,-18351.68
USER002,2024-02-04,-103.77,shopping,Target,-18455.46
USER002,2024-02-04,-86.17,transport,Parking,-18541.62
USER002,2024-02-05,-25.83,gas,BP,-18567.45
USER002,2024-02-05,-34.45,entertainment,Spotify,-18601.9
USER002,2024-02-05,-1994.98,rent,Apartment Rent,-20596.88
USER002,2024-02-06,-893.35,rent,Apartment Rent,-21490.23
USER002,2024-02-06,-34.67,food,Grocery Store,-21524.9
USER002,2024-02-06,-87.98,transport,Car Maintenance,-21612.88
USER002,2024-02-07,-114.88,utilities,Electric Bill,-21727.76
USER002,2024-02-08,-57.83,gas,BP,-21785.6
USER002,2024-02-08,-57.97,gas,Exxon,-21843.57
USER002,2024-02-08,-153.49,utilities,Internet,-21997.06
USER002,2024-02-08,-1341.71,rent,Apartment Rent,-23338.77
USER002,2024-02-09,-59.06,entertainment,Spotify,-23397.82
USER002,2024-02-10,-43.5,transport,Metro Card,-23441.32
USER002,2024-02-11,-32.15,food,Pizza Hut,-23473.47
USER002,2024-02-11,-14.98,food,Starbucks,-23488.45
USER002,2024-02-12,-1892.5,rent,Apartment Rent,-25380.96
USER002,2024-02-12,-1395.46,rent,Apartment Rent,-26776.42
USER002,2024-02-12,-97.78,transport,Metro Card,-26874.19
USER002,2024-02-13,-137.34,entertainment,Spotify,-27011.53
USER002,2024-02-13,-170.89,utilities,Phone Bill,-27182.43
USER002,2024-02-13,-46.52,healthcare,Pharmacy,-27228.95
USER002,2024-02-14,-129.19,healthcare,Doctor Visit,-27358.14
USER002,2024-02-14,-64.79,utilities,Electric Bill,-27422.93
USER002,2024-02-14,-76.94,gas,BP,-27499.86
USER002,2024-02-14,-1804.95,rent,Monthly Rent,-29304.81
USER002,2024-02-14,-41.07,gas,BP,-29345.88
USER002,2024-02-15,-29.84,gas,Exxon,-29375.71
USER002,2024-02-15,-63.79,healthcare,Doctor Visit,-29439.5
USER002,2024-02-15,-72.22,utilities,Phone Bill,-29511.72
USER002,2024-02-15,-24.29,gas,BP,-29536.01
USER002,2024-02-15,-1007.19,rent,Apartment Rent,-30543.2
USER002,2024-02-16,-60.62,entertainment,Netflix,-30603.83
USER002,2024-02-16,-62.0,utilities,Phone Bill,-30665.82
USER002,2024-02-16,-23.36,gas,Shell Station,-30689.18
USER002,2024-02-16,-174.6,utilities,Phone Bill,-30863.77
USER002,2024-02-16,-17.54,transport,Parking,-30881.31
USER002,2024-02-17,-28.0,food,Grocery Store,-30909.31
USER002,2024-02-17,-36.64,gas,Chevron,-30945.96
USER002,2024-02-18,-71.35,shopping,Target,-31017.31
USER002,2024-02-18,-105.29,shopping,Target,-31122.6
USER002,2024-02-18,-79.93,gas,Exxon,-31202.52
USER002,2024-02-18,-163.65,utilities,Electric Bill,-31366.18
USER002,2024-02-19,-44.39,gas,BP,-31410.56
USER002,2024-02-20,-64.89,transport,Parking,-31475.46
USER002,2024-02-20,-77.5,gas,BP,-31552.96
USER002,2024-02-20,-45.24,gas,BP,-31598.21
USER002,2024-02-20,-99.04,shopping,Amazon,-31697.24
USER002,2024-02-20,-30.31,transport,Car Maintenance,-31727.55
USER002,2024-02-21,-31.58,entertainment,Netflix,-31759.13
USER002,2024-02-21,-17.42,healthcare,Doctor Visit,-31776.55
USER002,2024-02-21,-131.56,transport,Parking,-31908.11
USER002,2024-02-21,-137.56,transport,Metro Card,-32045.67
USER002,2024-02-22,-1528.79,rent,Apartment Rent,-33574.47
USER002,2024-02-22,-38.06,shopping,Amazon,-33612.53
USER002,2024-02-23,-108.87,healthcare,Pharmacy,-33721.39
USER002,2024-02-23,-43.07,gas,BP,-33764.46
USER002,2024-02-23,-52.83,gas,Shell Station,-33817.29
USER002,2024-02-23,-47.53,shopping,Amazon,-33864.82
USER002,2024-02-23,-28.36,food,Starbucks,-33893.18
USER002,2024-02-24,-34.91,food,Grocery Store,-33928.09
USER002,2024-02-24,-822.81,rent,Apartment Rent,-34750.9
USER002,2024-02-24,-107.05,healthcare,Doctor Visit,-34857.96
USER002,2024-02-24,-92.75,transport,Car Maintenance,-34950.7
USER002,2024-02-24,-56.08,healthcare,Doctor Visit,-35006.78
USER002,2024-02-25,-26.32,gas,Exxon,-35033.1
USER002,2024-02-25,-48.94,food,Pizza Hut,-35082.04
USER002,2024-02-26,-40.01,gas,BP,-35122.05
USER002,2024-02-26,-45.34,gas,Exxon,-35167.39
USER002,2024-02-26,-45.42,gas,BP,-35212.8
USER002,2024-02-26,-76.1,healthcare,Pharmacy,-35288.9
USER002,2024-02-26,-78.92,healthcare,Pharmacy,-35367.82
USER002,2024-02-27,-87.06,healthcare,Doctor Visit,-35454.87
USER002,2024-02-28,-30.43,shopping,Walmart,-35485.31
USER002,2024-02-28,-75.54,shopping,Target,-35560.84
