user_id,platform,date,earnings,hours_worked,rating,job_type
USER001,upwork,2024-01-23,362.95,5.2,4.9,freelance
USER001,upwork,2024-01-24,368.8,6.7,4.1,freelance
USER001,upwork,2024-01-25,321.48,7.0,4.3,freelance
USER001,upwork,2024-01-27,651.19,8.3,4.5,freelance
USER001,upwork,2024-01-28,368.7,9.7,4.5,freelance
USER001,upwork,2024-01-31,113.76,2.7,4.8,freelance
USER001,upwork,2024-02-03,482.81,9.3,4.7,freelance
USER001,upwork,2024-02-04,454.98,6.5,4.2,freelance
USER001,upwork,2024-02-05,116.95,1.8,4.9,freelance
USER001,upwork,2024-02-06,229.47,8.5,4.7,freelance
USER001,upwork,2024-02-07,369.43,8.5,4.2,freelance
USER001,upwork,2024-02-08,401.22,9.3,4.9,freelance
USER001,upwork,2024-02-10,374.53,4.7,4.5,freelance
USER001,upwork,2024-02-12,285.72,6.3,4.5,freelance
USER001,upwork,2024-02-13,219.27,4.1,4.5,freelance
USER001,upwork,2024-02-14,114.42,2.7,4.6,freelance
USER001,upwork,2024-02-15,101.74,1.4,4.7,freelance
USER001,upwork,2024-02-17,598.2,8.4,4.5,freelance
USER001,upwork,2024-02-18,363.25,6.3,4.9,freelance
USER001,upwork,2024-02-19,287.03,5.1,4.4,freelance
USER001,upwork,2024-02-21,438.1,9.7,4.7,freelance
USER001,upwork,2024-02-26,321.49,7.5,4.9,freelance
USER001,upwork,2024-02-27,188.15,6.7,5.0,freelance
USER001,upwork,2024-02-29,199.55,6.7,4.4,freelance
USER001,upwork,2024-03-03,234.35,3.6,4.1,freelance
USER001,upwork,2024-03-04,380.88,8.1,4.1,freelance
USER001,upwork,2024-03-07,168.42,2.3,4.3,freelance
USER001,upwork,2024-03-08,196.68,8.2,4.7,freelance
USER001,upwork,2024-03-09,197.83,4.1,4.6,freelance
USER001,upwork,2024-03-10,265.07,8.6,4.4,freelance
USER001,upwork,2024-03-11,216.73,6.1,5.0,freelance
USER001,upwork,2024-03-12,495.62,6.9,4.6,freelance
USER001,upwork,2024-03-15,358.32,5.5,4.3,freelance
USER001,upwork,2024-03-18,410.67,6.6,4.7,freelance
USER001,upwork,2024-03-24,315.57,6.2,4.1,freelance
USER001,upwork,2024-03-25,142.73,2.6,4.5,freelance
USER001,upwork,2024-03-27,572.32,8.5,4.8,freelance
USER001,upwork,2024-03-28,493.84,7.7,4.1,freelance
USER001,upwork,2024-03-30,742.87,8.7,5.0,freelance
USER002,upwork,2024-01-01,284.21,5.1,4.7,freelance
USER002,upwork,2024-01-02,553.39,9.5,4.2,freelance
USER002,upwork,2024-01-03,515.62,6.1,4.2,freelance
USER002,upwork,2024-01-04,587.23,9.2,4.4,freelance
USER002,upwork,2024-01-05,286.24,3.7,4.1,freelance
USER002,upwork,2024-01-07,364.46,7.0,4.9,freelance
USER002,upwork,2024-01-08,149.03,2.4,4.1,freelance
USER002,upwork,2024-01-09,345.94,9.6,4.4,freelance
USER002,upwork,2024-01-10,562.73,8.7,4.7,freelance
USER002,upwork,2024-01-11,319.07,4.2,4.2,freelance
USER002,upwork,2024-01-12,384.46,5.1,4.6,freelance
USER002,upwork,2024-01-13,154.34,8.1,4.1,freelance
USER002,upwork,2024-01-14,167.91,7.9,4.2,freelance
USER002,upwork,2024-01-16,210.46,9.1,4.9,freelance
USER002,upwork,2024-01-17,78.73,3.3,4.7,freelance
USER002,upwork,2024-01-18,151.67,8.1,4.3,freelance
USER002,upwork,2024-01-19,179.49,7.7,4.7,freelance
USER002,upwork,2024-01-20,316.1,5.6,4.5,freelance
USER002,upwork,2024-01-22,594.79,8.8,4.5,freelance
USER002,upwork,2024-01-24,241.65,4.6,4.5,freelance
USER002,upwork,2024-01-26,132.93,6.5,4.3,freelance
USER002,upwork,2024-01-28,398.01,10.0,4.5,freelance
USER002,upwork,2024-01-30,571.31,8.7,4.8,freelance
USER002,upwork,2024-02-01,134.66,3.1,4.5,freelance
USER002,upwork,2024-02-02,132.65,4.8,4.4,freelance
USER002,upwork,2024-02-03,136.97,1.6,4.1,freelance
USER002,upwork,2024-02-04,546.35,8.3,4.6,freelance
USER002,upwork,2024-02-05,78.65,2.1,4.7,freelance
USER002,upwork,2024-02-11,169.35,2.9,4.2,freelance
USER002,upwork,2024-02-12,336.68,4.3,4.6,freelance
USER002,upwork,2024-02-19,581.55,8.5,4.2,freelance
USER002,upwork,2024-02-21,48.91,1.1,4.6,freelance
USER002,upwork,2024-02-22,155.14,6.7,4.7,freelance
USER002,upwork,2024-02-23,174.28,4.1,4.7,freelance
USER002,upwork,2024-02-25,31.91,1.5,4.6,freelance
USER002,upwork,2024-02-27,313.3,5.4,4.3,freelance
USER002,upwork,2024-02-29,174.14,3.5,4.5,freelance
USER002,upwork,2024-03-02,224.47,6.4,4.3,freelance
USER002,upwork,2024-03-03,86.76,3.3,4.0,freelance
USER002,upwork,2024-03-05,313.98,7.3,4.8,freelance
USER002,upwork,2024-03-07,79.95,1.4,4.9,freelance
USER002,upwork,2024-03-09,388.57,7.4,4.1,freelance
USER002,upwork,2024-03-10,339.58,8.2,4.8,freelance
USER002,upwork,2024-03-12,233.44,3.2,4.5,freelance
USER002,upwork,2024-03-13,146.16,4.1,4.2,freelance
USER002,upwork,2024-03-14,174.39,5.6,4.3,freelance
USER002,upwork,2024-03-18,83.17,2.8,4.8,freelance
USER002,upwork,2024-03-20,398.32,5.4,4.8,freelance
USER002,upwork,2024-03-21,483.59,6.1,4.6,freelance
USER002,upwork,2024-03-24,110.54,5.0,4.3,freelance
USER002,upwork,2024-03-25,187.67,3.8,4.1,freelance
USER002,upwork,2024-03-27,653.72,8.7,4.5,freelance
USER002,upwork,2024-03-28,501.34,8.1,4.4,freelance
USER002,uber,2024-01-01,57.17,3.5,4.1,rideshare
USER002,uber,2024-01-03,135.58,7.0,4.2,rideshare
USER002,uber,2024-01-04,121.04,7.2,4.4,rideshare
USER002,uber,2024-01-05,106.79,5.4,4.8,rideshare
USER002,uber,2024-01-07,127.97,8.8,4.7,rideshare
USER002,uber,2024-01-11,66.84,3.4,5.0,rideshare
USER002,uber,2024-01-13,220.26,11.4,4.4,rideshare
USER002,uber,2024-01-20,126.39,6.2,4.4,rideshare
USER002,uber,2024-01-21,195.65,11.5,4.2,rideshare
USER002,uber,2024-01-22,138.44,10.4,4.8,rideshare
USER002,uber,2024-01-25,151.29,9.7,4.4,rideshare
USER002,uber,2024-01-26,254.38,9.7,4.2,rideshare
USER002,uber,2024-01-27,149.88,8.8,4.4,rideshare
USER002,uber,2024-01-28,147.9,6.5,4.3,rideshare
USER002,uber,2024-01-30,156.31,5.7,5.0,rideshare
USER002,uber,2024-01-31,104.82,5.8,5.0,rideshare
USER002,uber,2024-02-03,169.24,8.4,4.6,rideshare
USER002,uber,2024-02-04,225.39,10.5,4.8,rideshare
USER002,uber,2024-02-05,81.46,3.5,4.9,rideshare
USER002,uber,2024-02-06,86.93,5.5,4.1,rideshare
USER002,uber,2024-02-07,196.97,11.9,4.0,rideshare
USER002,uber,2024-02-12,198.44,10.3,4.1,rideshare
USER002,uber,2024-02-14,37.93,2.8,4.8,rideshare
USER002,uber,2024-02-15,136.88,7.3,4.3,rideshare
USER002,uber,2024-02-16,107.21,6.2,4.5,rideshare
USER002,uber,2024-02-17,154.56,8.0,4.5,rideshare
USER002,uber,2024-02-18,108.17,6.3,4.2,rideshare
USER002,uber,2024-02-19,73.55,2.9,4.1,rideshare
USER002,uber,2024-02-20,243.7,11.9,4.4,rideshare
USER002,uber,2024-02-21,227.38,11.8,4.0,rideshare
USER002,uber,2024-02-23,205.03,8.3,4.7,rideshare
USER002,uber,2024-02-24,129.66,7.5,4.2,rideshare
USER002,uber,2024-02-26,205.35,8.3,4.1,rideshare
USER002,uber,2024-02-28,38.47,2.4,4.0,rideshare
USER002,uber,2024-03-01,166.7,7.4,4.8,rideshare
USER002,uber,2024-03-02,208.79,9.8,4.3,rideshare
USER002,uber,2024-03-03,223.33,10.9,4.9,rideshare
USER002,uber,2024-03-04,172.05,7.0,4.9,rideshare
USER002,uber,2024-03-05,177.4,9.3,4.6,rideshare
USER002,uber,2024-03-07,54.29,2.8,4.3,rideshare
USER002,uber,2024-03-09,98.67,5.5,4.9,rideshare
USER002,uber,2024-03-10,141.31,4.7,4.9,rideshare
USER002,uber,2024-03-11,134.91,5.6,4.7,rideshare
USER002,uber,2024-03-13,168.33,9.8,4.1,rideshare
USER002,uber,2024-03-15,150.53,7.7,4.7,rideshare
USER002,uber,2024-03-17,177.21,7.7,4.4,rideshare
USER002,uber,2024-03-19,150.91,9.4,4.4,rideshare
USER002,uber,2024-03-20,79.35,4.6,5.0,rideshare
USER002,uber,2024-03-21,141.82,6.9,4.9,rideshare
USER002,uber,2024-03-22,129.23,6.5,4.7,rideshare
USER002,uber,2024-03-24,49.77,2.6,4.9,rideshare
USER002,uber,2024-03-30,55.62,4.0,4.8,rideshare
USER002,ubereats,2024-01-01,66.02,3.6,4.6,delivery
USER002,ubereats,2024-01-03,125.89,8.0,4.5,delivery
USER002,ubereats,2024-01-06,106.54,5.5,4.7,delivery
USER002,ubereats,2024-01-07,129.8,6.5,4.2,delivery
USER002,ubereats,2024-01-09,22.74,1.4,4.2,delivery
USER002,ubereats,2024-01-10,81.62,6.0,4.9,delivery
USER002,ubereats,2024-01-13,70.51,4.9,4.3,delivery
USER002,ubereats,2024-01-14,41.1,2.2,4.2,delivery
USER002,ubereats,2024-01-19,18.24,1.2,4.6,delivery
USER002,ubereats,2024-01-20,105.94,6.4,4.6,delivery
USER002,ubereats,2024-01-21,60.93,3.0,4.5,delivery
USER002,ubereats,2024-01-24,17.43,1.4,4.5,delivery
USER002,ubereats,2024-01-25,58.42,3.2,4.7,delivery
USER002,ubereats,2024-01-28,68.46,4.9,4.5,delivery
USER002,ubereats,2024-01-29,21.49,1.7,4.4,delivery
USER002,ubereats,2024-01-31,37.31,2.1,4.6,delivery
USER002,ubereats,2024-02-01,81.73,4.5,4.5,delivery
USER002,ubereats,2024-02-02,93.01,7.6,5.0,delivery
USER002,ubereats,2024-02-03,20.03,1.4,4.9,delivery
USER002,ubereats,2024-02-05,109.8,6.9,4.9,delivery
USER002,ubereats,2024-02-08,66.63,5.0,4.6,delivery
USER002,ubereats,2024-02-09,92.86,6.4,5.0,delivery
USER002,ubereats,2024-02-11,83.17,3.8,4.3,delivery
USER002,ubereats,2024-02-14,59.18,4.5,4.1,delivery
USER002,ubereats,2024-02-15,69.12,4.2,4.5,delivery
USER002,ubereats,2024-02-16,43.22,2.1,4.7,delivery
USER002,ubereats,2024-02-17,101.16,6.8,4.7,delivery
USER002,ubereats,2024-02-18,70.9,3.6,5.0,delivery
USER002,ubereats,2024-02-19,120.06,6.1,4.0,delivery
USER002,ubereats,2024-02-20,142.03,6.5,4.6,delivery
USER002,ubereats,2024-02-22,75.67,5.4,4.8,delivery
USER002,ubereats,2024-02-23,25.12,1.2,4.1,delivery
USER002,ubereats,2024-02-24,32.17,2.1,4.4,delivery
USER002,ubereats,2024-02-29,29.88,2.5,4.7,delivery
USER002,ubereats,2024-03-01,37.39,2.2,4.3,delivery
USER002,ubereats,2024-03-02,116.2,6.0,4.7,delivery
USER002,ubereats,2024-03-04,61.01,4.9,5.0,delivery
USER002,ubereats,2024-03-05,37.95,2.5,4.3,delivery
USER002,ubereats,2024-03-06,116.29,6.6,4.1,delivery
USER002,ubereats,2024-03-08,157.78,6.7,4.8,delivery
USER002,ubereats,2024-03-09,80.52,6.0,4.4,delivery
USER002,ubereats,2024-03-10,38.82,2.4,4.9,delivery
USER002,ubereats,2024-03-12,77.55,5.1,4.7,delivery
USER002,ubereats,2024-03-13,22.58,1.4,4.7,delivery
USER002,ubereats,2024-03-14,19.2,1.0,4.9,delivery
USER002,ubereats,2024-03-15,138.0,7.1,4.2,delivery
USER002,ubereats,2024-03-17,105.54,7.4,4.6,delivery
USER002,ubereats,2024-03-18,156.61,7.6,4.2,delivery
USER002,ubereats,2024-03-20,148.11,8.0,4.5,delivery
USER002,ubereats,2024-03-25,34.57,1.8,4.3,delivery
USER002,ubereats,2024-03-27,137.71,7.6,4.5,delivery
USER002,ubereats,2024-03-28,27.12,2.1,4.3,delivery
USER002,ubereats,2024-03-29,120.11,6.5,4.8,delivery
USER002,ubereats,2024-03-30,155.16,7.3,4.5,delivery
USER003,fiverr,2024-01-02,100.04,3.9,4.3,freelance
USER003,fiverr,2024-01-03,575.74,9.6,4.7,freelance
USER003,fiverr,2024-01-04,353.41,7.2,4.1,freelance
USER003,fiverr,2024-01-05,283.48,5.5,4.7,freelance
USER003,fiverr,2024-01-06,229.54,9.2,4.6,freelance
USER003,fiverr,2024-01-07,73.24,2.4,4.6,freelance
USER003,fiverr,2024-01-08,281.51,5.2,4.7,freelance
USER003,fiverr,2024-01-09,312.09,7.8,4.1,freelance
USER003,fiverr,2024-01-10,108.69,1.7,4.1,freelance
USER003,fiverr,2024-01-11,266.36,6.2,4.3,freelance
USER003,fiverr,2024-01-12,79.4,2.8,4.1,freelance
USER003,fiverr,2024-01-13,350.0,5.1,4.5,freelance
USER003,fiverr,2024-01-14,429.69,8.3,4.4,freelance
USER003,fiverr,2024-01-17,76.9,4.1,5.0,freelance
USER003,fiverr,2024-01-19,94.18,1.3,4.8,freelance
USER003,fiverr,2024-01-23,405.74,4.4,4.9,freelance
USER003,fiverr,2024-01-24,430.74,7.0,4.7,freelance
USER003,fiverr,2024-01-25,181.26,5.8,4.7,freelance
USER003,fiverr,2024-01-26,22.38,1.2,4.7,freelance
USER003,fiverr,2024-01-27,392.53,8.4,4.3,freelance
USER003,fiverr,2024-01-28,484.9,7.5,4.8,freelance
USER003,fiverr,2024-01-29,476.19,9.0,4.2,freelance
USER003,fiverr,2024-01-30,151.88,6.4,4.0,freelance
USER003,fiverr,2024-02-01,115.31,3.0,4.1,freelance
USER003,fiverr,2024-02-02,340.48,8.3,4.3,freelance
USER003,fiverr,2024-02-03,215.93,3.9,4.1,freelance
USER003,fiverr,2024-02-05,69.46,1.5,4.9,freelance
USER003,fiverr,2024-02-08,570.63,9.8,4.7,freelance
USER003,fiverr,2024-02-10,100.18,2.3,4.8,freelance
USER003,fiverr,2024-02-11,284.86,3.7,4.8,freelance
USER003,fiverr,2024-02-13,400.88,6.0,4.2,freelance
USER003,fiverr,2024-02-14,622.8,9.3,4.1,freelance
USER003,fiverr,2024-02-16,265.53,7.1,4.9,freelance
USER003,fiverr,2024-02-17,505.62,7.5,4.5,freelance
USER003,fiverr,2024-02-19,103.51,1.1,5.0,freelance
USER003,fiverr,2024-02-20,380.96,5.3,4.6,freelance
USER003,fiverr,2024-02-21,496.38,6.0,4.4,freelance
USER003,fiverr,2024-02-22,140.09,3.4,4.5,freelance
USER003,fiverr,2024-02-23,468.19,5.2,4.9,freelance
USER003,fiverr,2024-02-24,241.52,6.1,4.1,freelance
USER003,fiverr,2024-02-25,457.08,6.2,4.2,freelance
USER003,fiverr,2024-02-26,363.63,8.5,4.7,freelance
USER003,fiverr,2024-02-28,710.16,9.7,4.5,freelance
USER003,fiverr,2024-02-29,185.88,2.5,4.5,freelance
USER003,fiverr,2024-03-02,72.76,1.5,4.8,freelance
USER003,fiverr,2024-03-06,235.53,3.1,4.0,freelance
USER003,fiverr,2024-03-07,296.66,6.6,4.6,freelance
USER003,fiverr,2024-03-08,53.28,1.1,4.0,freelance
USER003,fiverr,2024-03-09,288.41,9.8,4.8,freelance
USER003,fiverr,2024-03-13,52.89,2.3,4.5,freelance
USER003,fiverr,2024-03-15,183.74,4.4,4.6,freelance
USER003,fiverr,2024-03-17,559.24,8.6,4.9,freelance
USER003,fiverr,2024-03-19,210.08,6.0,4.0,freelance
USER003,fiverr,2024-03-20,273.11,4.9,4.6,freelance
USER003,fiverr,2024-03-22,63.23,1.4,4.9,freelance
USER003,fiverr,2024-03-24,44.52,1.7,4.9,freelance
USER003,fiverr,2024-03-25,190.39,9.4,5.0,freelance
USER003,fiverr,2024-03-26,463.29,7.4,4.1,freelance
USER003,fiverr,2024-03-27,280.06,8.5,4.9,freelance
USER003,fiverr,2024-03-28,176.48,2.3,4.7,freelance
USER003,fiverr,2024-03-29,113.45,1.5,4.8,freelance
USER003,fiverr,2024-03-30,608.31,9.6,4.8,freelance
USER004,instacart,2024-01-02,63.99,4.9,4.2,delivery
USER004,instacart,2024-01-03,88.45,6.4,4.2,delivery
USER004,instacart,2024-01-04,57.64,3.7,4.2,delivery
USER004,instacart,2024-01-05,28.75,1.6,4.4,delivery
USER004,instacart,2024-01-07,52.17,4.0,4.5,delivery
USER004,instacart,2024-01-08,64.46,4.9,4.8,delivery
USER004,instacart,2024-01-10,107.7,6.5,4.6,delivery
USER004,instacart,2024-01-12,81.34,5.8,4.3,delivery
USER004,instacart,2024-01-13,26.02,2.2,4.3,delivery
USER004,instacart,2024-01-15,118.03,6.0,4.6,delivery
USER004,instacart,2024-01-16,13.13,1.0,4.8,delivery
USER004,instacart,2024-01-17,74.99,4.1,4.8,delivery
USER004,instacart,2024-01-19,81.1,5.2,4.5,delivery
USER004,instacart,2024-01-20,53.72,3.2,4.6,delivery
USER004,instacart,2024-01-23,87.59,6.5,4.9,delivery
USER004,instacart,2024-01-24,49.97,2.3,4.0,delivery
USER004,instacart,2024-01-27,103.74,6.8,4.8,delivery
USER004,instacart,2024-01-30,34.41,2.8,4.4,delivery
USER004,instacart,2024-01-31,83.52,5.2,4.5,delivery
USER004,instacart,2024-02-03,103.35,7.8,4.8,delivery
USER004,instacart,2024-02-04,30.67,1.8,4.7,delivery
USER004,instacart,2024-02-05,88.38,4.9,4.6,delivery
USER004,instacart,2024-02-07,26.86,1.7,4.2,delivery
USER004,instacart,2024-02-09,42.34,2.5,4.5,delivery
USER004,instacart,2024-02-12,80.35,4.4,4.9,delivery
USER004,instacart,2024-02-13,107.06,6.1,4.3,delivery
USER004,instacart,2024-02-15,27.1,1.7,4.5,delivery
USER004,instacart,2024-02-16,59.74,6.0,4.3,delivery
USER004,instacart,2024-02-17,151.47,7.5,4.5,delivery
USER004,instacart,2024-02-18,57.48,4.0,4.8,delivery
USER004,instacart,2024-02-20,71.23,3.8,4.9,delivery
USER004,instacart,2024-02-21,14.1,1.0,4.3,delivery
USER004,instacart,2024-02-24,82.83,4.8,4.2,delivery
USER004,instacart,2024-02-25,91.19,4.4,4.3,delivery
USER004,instacart,2024-02-26,25.63,1.8,4.5,delivery
USER004,instacart,2024-02-27,134.07,6.6,4.6,delivery
USER004,instacart,2024-02-29,24.01,1.8,4.1,delivery
USER004,instacart,2024-03-01,81.66,5.0,4.5,delivery
USER004,instacart,2024-03-02,126.43,7.5,4.2,delivery
USER004,instacart,2024-03-03,97.49,6.9,4.9,delivery
USER004,instacart,2024-03-05,51.24,3.7,4.7,delivery
USER004,instacart,2024-03-06,93.0,6.0,4.2,delivery
USER004,instacart,2024-03-07,37.99,2.5,4.2,delivery
USER004,instacart,2024-03-08,100.36,5.0,4.5,delivery
USER004,instacart,2024-03-09,48.5,2.9,5.0,delivery
USER004,instacart,2024-03-10,111.43,6.3,4.2,delivery
USER004,instacart,2024-03-11,89.67,5.6,4.9,delivery
USER004,instacart,2024-03-12,82.83,7.0,4.9,delivery
USER004,instacart,2024-03-13,50.01,2.5,4.7,delivery
USER004,instacart,2024-03-16,123.72,6.5,4.8,delivery
USER004,instacart,2024-03-17,73.02,5.2,5.0,delivery
USER004,instacart,2024-03-18,127.86,7.7,4.9,delivery
USER004,instacart,2024-03-20,57.55,3.9,4.3,delivery
